Document_ID1	Document_ID2	Similarity
6	12125	0.7055372098161695
30	2578	0.7563799488354842
40	4977	0.7339619491790621
57	5055	0.7020140703018434
58	6604	0.7143597811816536
59	2942	0.7208502494010595
59	11907	0.7399091288404315
63	9502	0.756092996240778
63	11301	0.7801978278643145
75	6341	0.7091647657688328
79	8782	0.7413911262552659
79	9827	0.708041448081208
89	7630	0.7235276982418567
89	8620	0.7636899132391238
97	5221	0.7857455482368978
112	5776	0.7004506053211668
117	8164	0.7731053587326708
125	8106	0.7470974214584671
127	6935	0.8989556051863709
136	11805	0.7277777887084927
156	5800	0.7807638556290094
160	11551	0.745890299381881
164	1785	1.0
164	8817	0.7119433144313897
178	7003	0.7557970578377976
179	4588	0.7146898829834892
197	11204	1.0000000000000002
208	1739	0.7173115794593002
208	3003	0.7261688193182135
208	5489	0.7184001481801146
225	10799	0.8403732589771065
226	936	0.7068816125809422
241	4627	0.7283950752132906
247	8862	0.7203154806650163
253	6595	1.0000000000000002
255	3763	0.7681556946837544
265	1298	0.7191113374413864
272	11929	0.7548238712705705
272	12016	0.7079150611184165
292	2111	0.7201338132420612
298	5888	0.8251821154781889
302	3548	0.7116229670964681
303	4060	0.7159989927136753
303	5676	0.7240585374840813
314	572	0.752416075011228
324	5898	0.7165301145057198
329	422	0.719961702439426
329	1134	0.727901985813517
329	1407	0.7214159595879558
329	1587	0.7044138559778167
329	4860	0.7402138677089429
329	5098	0.7299073802494177
329	5651	0.7171021807395944
329	5857	0.7334681893861964
329	6532	0.7445530672963966
329	7450	0.7109458441114836
329	7794	0.710789825655427
329	10222	0.717354832796367
329	10715	0.7061577088136359
331	3022	0.8728548013062603
353	1666	0.7014846445750952
387	918	0.7177016354115329
398	4752	0.7687085684372822
402	5858	0.8434185890629962
418	2624	0.7570727889985851
422	6532	0.7061833790891142
422	7794	0.7131547437579697
428	11746	0.7003680056343338
437	4643	0.8827903089749359
444	4605	0.833287932346513
457	1869	0.7372431396643608
493	1354	0.8485874552504108
493	1813	0.8281384987813503
493	7491	0.8735460962943565
515	3373	0.9735529654894062
519	10871	0.9053563485098708
523	4977	0.7338110923145473
546	10485	0.7731053797926164
558	3025	0.7154220787759
565	7170	0.9999999999999999
567	10248	0.7255867382219949
578	10954	0.8195173363162891
583	5521	0.7031121358064835
609	6017	0.9275010234251315
637	2401	0.7497376224580808
637	2572	0.7200511377900684
637	3497	0.7163298412386088
637	7733	0.7017575699222175
644	6370	0.7348721242583901
701	4904	0.9076695794779687
705	7465	0.9999999999999999
760	3811	0.7793464249183648
778	10794	0.7234944149046317
791	10788	1.0000000000000002
794	3302	0.8083643025706067
809	1282	0.7766955303241998
809	1534	0.7688525132358072
809	5579	0.7513375342517669
809	8114	0.7280563293542175
874	11770	0.7123701221679973
898	6807	0.7048715135116347
909	2923	0.7076766008401341
909	8586	0.7142014487122735
909	8731	0.7119237402593126
969	7342	0.7842348414487937
981	3299	0.7104276797856511
982	10248	0.7136065613012724
989	5793	0.7024130801109276
999	5462	0.7575474017656715
1014	2423	0.735785685268279
1017	2636	0.8304234198131694
1017	6848	0.712563240139735
1034	2889	0.7018485362238622
1049	3414	1.0
1049	6784	0.7839709014861364
1056	9877	0.9010061126069357
1068	7120	0.8705345449038194
1088	1461	0.7100094658587943
1088	2318	0.7481753183395168
1088	3349	0.7034644304615527
1088	7188	0.7618699979307874
1088	7810	0.7514197530094346
1088	11717	0.7357937655358006
1134	1345	0.7206512013104998
1134	1407	0.7085069308853381
1134	1587	0.708625136573511
1134	3121	0.7118989141931994
1134	4266	0.7177296360857846
1134	4860	0.9575453380244151
1134	5098	0.7781532267139031
1134	5651	0.7658179827676795
1134	6460	0.7047940858787375
1134	6493	0.7077613997848126
1134	6532	0.7335098332299382
1134	6815	0.7010784616784168
1134	7234	0.712071712773804
1134	10222	0.7083695436075366
1134	10396	0.7325413989344028
1134	10715	0.8916812145238231
1140	9826	0.7033981660366216
1143	10037	1.0000000000000002
1153	3663	0.7275023327355181
1178	4062	0.708620453153281
1178	7493	0.7361231333489255
1178	9043	0.7506772331674404
1178	9691	0.7058888219302737
1185	2439	0.7824782452808999
1185	5363	0.7168638503798231
1222	2721	0.737127869604952
1222	3317	0.7184248578285327
1222	4567	0.7095579024954217
1222	5478	0.7044301312905491
1222	8050	0.7656738160421845
1222	9293	0.7239971396779369
1235	6132	0.7662708041371376
1237	6131	0.8928367215088726
1238	5098	0.7294911149327057
1256	10017	0.7469847787561114
1282	5579	0.7313968117616386
1336	4682	0.7943729587640115
1336	5924	0.7373113401453133
1339	1757	0.743118977158161
1345	4860	0.7118758511767906
1354	1813	0.828030938522508
1354	7491	0.8894632089664615
1359	5814	0.8396487050588574
1359	6111	0.7724554980829107
1359	7898	0.7036166018079815
1359	8840	0.7352742355635489
1359	11466	0.7260019286114722
1365	2010	0.8138207079725315
1373	3667	0.7046507509404687
1373	7998	0.7200081696352906
1386	3393	0.7064964616761814
1398	6852	0.7001393014011715
1404	7685	1.0000000000000002
1407	4860	0.7123106341518403
1407	5098	0.7570567388271299
1407	5651	0.7006790831661839
1407	6532	0.7045899838024615
1418	6776	0.8555842356156099
1428	11540	0.7638398008608495
1453	3969	0.8434003923709371
1453	4053	0.7452800867253033
1453	4795	0.7557505529061378
1453	5202	0.7180932552855875
1453	7821	0.7245649605396044
1453	8632	0.9023932170207617
1453	10678	0.7019665518323497
1458	7146	0.7130986758899486
1461	2318	0.7239178062194606
1461	7188	0.7865877628556757
1461	11717	0.7299338276922512
1468	5366	0.7074738679659811
1468	7932	0.7236698502100326
1468	9211	0.8029875922896977
1468	10154	0.7138004272228
1477	3083	0.739477612191187
1526	11028	0.7284636816790324
1534	5579	0.7038652543927726
1543	3261	0.7313203005845949
1549	5098	0.7005252402919161
1550	10471	0.7134825987619128
1569	7164	0.7332349825578385
1577	5810	0.7130197912142873
1579	8425	0.7634661688453708
1587	4266	0.706564918149627
1587	4860	0.7097454074044017
1587	5098	0.7539834965253511
1587	6532	0.7232786870296851
1587	6901	0.7106876265740388
1587	10222	0.7137688501560425
1589	12212	0.9003610072756815
1603	8298	0.7199865282280346
1619	5861	0.748166570524065
1633	3113	0.7036173029929813
1674	7721	1.0
1695	6310	0.7855973638415908
1739	3003	0.7891157860146744
1739	5489	0.8095740341589432
1739	7816	0.7256647762276377
1739	8206	0.7079532841263092
1739	10292	0.8117141058241526
1746	10642	0.995091458924202
1768	1863	0.7571881365159499
1775	9352	0.7866763065440544
1781	7817	0.7505513121161134
1785	8817	0.7119433144313897
1802	11406	0.7509941737008196
1813	7491	0.8745477850202404
1829	9225	0.9010947485572636
1871	10637	0.7914957499338833
1878	11418	0.7204848424138621
1887	8336	0.7963849609502691
1891	10947	0.781042568125478
1909	3227	0.7118581896793118
1912	5522	0.7048764702235646
1915	5120	0.7484160473102327
1957	8607	0.9002981745494324
1969	4475	0.7313225864005176
1975	3888	0.802365046461936
2008	7179	0.732960624299179
2019	9835	0.7044667668441347
2031	3893	0.8016667239239841
2031	5416	0.721257010082011
2049	11973	0.7138064126288592
2067	6959	0.9178132633851728
2091	6825	1.0
2128	6498	0.7656979874145701
2129	8984	0.7390351118665227
2139	6594	0.8471952796950581
2139	8574	0.9109029163474281
2146	4812	0.7021882427916909
2146	5339	0.7329105629522448
2146	10834	0.7911902801576258
2165	8269	1.0
2173	7606	0.9422249380203227
2197	8880	0.7081117444369059
2207	6654	0.8272932945341724
2207	7363	0.7139150219775763
2207	9375	0.7407504561538671
2220	9886	0.7467976865605745
2239	7630	0.7499528600160711
2243	3127	0.9651285604254882
2248	2942	0.7237109937014916
2248	11907	0.7506001399590229
2258	2423	0.7321004465461953
2258	2568	0.7317334433923693
2258	5761	0.7275832974526486
2258	10066	0.7072875895976145
2275	12196	0.9066155318488917
2275	12197	0.7231409621901126
2283	9240	0.7082199960171106
2293	3273	0.7077742650730048
2293	5244	0.7019746841423662
2293	9630	0.7733434028086852
2293	9680	0.7202801155460336
2293	10240	0.7648320241619311
2293	11240	0.81999665323855
2293	11546	0.7344197484433151
2295	6472	0.7089943656047111
2318	3214	0.7167750778621548
2318	3349	0.7287759280265567
2318	4079	0.7081657653675275
2318	7188	0.7701757487003008
2318	7810	0.7185396035001709
2318	11717	0.7684896227813032
2322	2503	0.7374456821296098
2377	6569	0.7984802363081186
2389	9566	0.7141052643030837
2392	3470	0.8429179996279912
2401	2572	0.7260882656446755
2401	7733	0.7347487886443255
2410	4414	0.8578968057797078
2420	8172	1.0000000000000002
2423	2568	0.9230804048937048
2423	5761	0.8688799445075692
2423	6791	0.7926523624434604
2423	10066	0.8125947926616209
2439	4694	0.7536272137365142
2439	5363	0.7363884926992552
2439	9414	0.7084838752910041
2443	9408	0.7791803460233319
2445	10817	0.8248306959206538
2450	5492	0.8092060718591494
2451	6162	0.783712588352989
2453	9442	0.7034802870765743
2455	3497	0.7849263198965236
2457	6332	0.7047891761053463
2457	9783	0.735534050816291
2468	6712	0.7259783486617064
2474	5913	0.7768607198859169
2477	6466	0.7295195423525433
2477	11151	0.7033648076017649
2516	5833	0.7393587802926037
2522	7180	0.7133076260306418
2560	4416	0.7053710370248137
2568	5761	0.93828655122248
2568	6791	0.782606185377129
2568	10066	0.8221572141364251
2572	9735	0.9387148213460009
2581	3777	0.7553480325361852
2609	5234	0.8836341853440395
2609	10627	0.7772120504642854
2611	6453	0.7612808809090141
2646	8414	0.8656907987252611
2664	6660	0.7111144626102812
2687	2729	0.9347877961298461
2696	5954	0.7408999627641593
2721	3317	0.7696672389658685
2721	4567	0.7067157754249438
2721	5478	0.7044567702137885
2721	8050	0.7080682000903461
2721	9293	0.7196672338586684
2727	7180	0.7335480862336009
2727	11637	0.8590686333961356
2729	10181	0.7023795993668566
2746	7298	0.9443629555052196
2746	8514	0.8541544431183687
2759	4118	0.7297514367025284
2759	11915	0.7145065346625268
2761	6332	0.7095243653993312
2764	5614	0.7395077925595648
2764	5784	0.7405420313672371
2764	6147	0.7087957423117233
2764	7910	0.7002696376573738
2764	9915	0.7050483480495779
2766	10653	0.7984181385357696
2778	4724	0.7497582342033007
2778	8825	0.7693775470568899
2782	3624	0.7029800088089752
2782	7415	0.7203121328459056
2791	10063	0.9264098851977082
2803	6073	0.8703901912528216
2808	4145	0.9413953025139462
2843	5614	0.7558026517181163
2843	5784	0.7094219423117769
2848	4134	0.812487022938915
2855	7691	0.7188957050053999
2859	2872	0.7280337166244166
2913	3850	0.7530114093203433
2923	8731	0.7136449362837102
2942	11907	0.731397959627804
2970	3144	0.7130856553767708
2973	4246	1.0000000000000002
2984	4567	0.7187760681946009
3003	5489	0.759987541092194
3003	7816	0.7324847866863796
3003	8206	0.7115650867706625
3003	10292	0.7100682028323128
3011	7168	0.8115743380982571
3011	9707	0.8124916689355139
3022	4519	0.7283195471305466
3022	9318	0.7185318418659546
3022	10153	0.7116849570688308
3062	4942	0.7157101713471851
3069	6554	0.9178660098820214
3103	10663	0.7103328551330732
3118	6448	0.7374821002460547
3121	6460	0.7095303000162279
3121	10396	0.7093043642783128
3141	4116	0.7272719138078836
3144	3695	0.7097321058102535
3144	6203	0.7295152871657066
3169	6760	0.7139542953845679
3183	9502	0.7141885882593647
3189	4519	0.7514202805203692
3209	5782	0.770012769233048
3214	7188	0.7263257615542338
3249	7804	0.9640252278288478
3250	6970	0.7290629782889602
3255	7911	0.7591153704003053
3255	11685	0.725189096708926
3255	11937	0.7756673795281436
3255	12087	0.7847740267042302
3270	10154	0.7222497852439106
3273	8884	0.7562527615316605
3273	9630	0.7765922894608891
3273	9680	0.7491313678599664
3273	10240	0.8144101574953979
3273	11240	0.7260180311694528
3273	11546	0.7594449057704782
3283	4141	0.7641652583860451
3317	8050	0.718756945362603
3317	9293	0.7024123194764399
3333	10439	0.8015794074811231
3333	12244	0.9619153192540759
3349	7188	0.7241677918893682
3349	11717	0.7224613845762865
3352	10767	0.736341083330401
3365	8506	0.7174752096350363
3384	6785	0.9643278893784224
3393	8907	0.719178443540426
3395	10873	0.8273882482033934
3395	11180	0.7040373010542826
3396	7403	0.7629222955462127
3400	8930	0.7630493988298199
3414	6784	0.7839709014861364
3438	9835	0.7234463387943104
3445	4519	0.74747034502305
3469	4587	0.7244032633243509
3469	9560	0.8392331344293404
3486	10811	0.7199423876162346
3548	5833	0.7039704778278839
3548	7630	0.7370438005493793
3553	8498	0.7362773280631308
3571	4235	0.7478395159411017
3574	7600	0.9420967674563969
3578	6508	0.8983175930830041
3582	4651	0.7429967408731752
3605	11736	0.7282882291168841
3615	6136	0.7014819407821811
3618	7974	0.7011188236894866
3618	8352	0.7248186907889614
3643	9546	0.8117124828982691
3644	4301	0.7731290475449949
3650	12087	0.7201792192440506
3683	4075	0.7001870258521056
3693	7032	0.7267910500908752
3729	8693	0.7073185796285251
3754	8708	0.7000881942654522
3754	9260	0.725249600226888
3776	5890	0.8421028908118574
3777	5467	0.7688743425448048
3783	8633	0.8198723720741017
3795	4416	0.9034220746677433
3795	10350	0.7270838771683368
3802	6125	0.7083609451865451
3823	7086	0.7086730521322526
3823	7493	0.7429574612237639
3824	10321	0.7556479405451529
3839	11063	0.7122730058440577
3842	5454	0.7145954863277386
3868	5972	0.7241114737171616
3869	9800	0.7035577180111877
3893	5416	0.8515158179531264
3893	6856	0.7291918155138256
3929	9353	0.7001416878586082
3941	7010	0.7071209905162091
3947	5098	0.733631585723059
3969	4053	0.7801797241488209
3969	4795	0.7652174547282915
3969	5202	0.813521889291982
3969	7821	0.7072316790764195
3969	8632	0.8644331843341083
3972	10662	0.7125359488835384
3976	8001	0.7862303419164
3983	7722	0.7040423273145872
4000	10897	0.7106687907192799
4006	11493	0.7037064637190199
4025	4841	0.9494827320139694
4025	5714	0.7326947426799753
4032	5707	0.8485877561013278
4035	5130	0.7213368297614323
4044	6609	0.7196133383953024
4050	6603	0.8215186412951216
4053	4795	0.8455289549829024
4053	5202	0.8793851959267918
4053	8632	0.7198128026818186
4060	5676	0.773207483483292
4062	9043	0.7103617814925645
4062	9691	0.8354753601779257
4073	5104	0.7079491860712687
4073	11209	0.7599418587614685
4075	6111	0.7237825353099544
4075	7898	0.7151107115969256
4075	8812	0.7073995665707764
4101	9054	0.7611347735669912
4111	6332	0.7213982089709521
4116	11643	0.7463189795397441
4118	5521	0.704297447085057
4118	7176	0.7389013426316486
4118	8667	0.7527700914279757
4118	11095	0.7065765075134103
4118	11915	0.7113811140518786
4136	11593	0.7305495165413927
4139	12226	0.7208511085272215
4178	6901	0.7171784845901167
4242	7786	0.776335605173767
4244	7630	0.7209923786941805
4266	4860	0.7272211544001264
4266	5098	0.7066764185270415
4266	6532	0.7070051435913665
4266	6901	0.715921081190165
4266	10715	0.700593107478285
4270	9818	0.7214491437282011
4281	11266	0.7049972500139768
4328	12133	0.7001517477778352
4329	5613	0.7053573899519717
4335	9788	0.8102194455312531
4374	5954	0.7788833450164163
4378	7959	0.7507344860891648
4401	4980	0.7150462571692571
4416	10350	0.7228431197397206
4433	10059	0.7100791777632407
4462	6249	0.9457378641147643
4462	6645	0.8076093482414162
4483	8312	0.7078115911104769
4502	4589	0.9958583246746667
4519	6853	0.7207994998810742
4528	9313	0.711419119249834
4567	5478	0.7708362244632276
4567	9293	0.7166965573838744
4587	7653	0.7116362868388202
4587	10929	0.7243231001956385
4587	11871	0.7396341944219194
4595	9252	0.7313485083365557
4595	9313	0.7865904280082228
4627	9248	0.7738417832155096
4637	12031	0.7165195179782601
4649	11457	0.8673849257978798
4667	7565	0.7276357120479416
4673	7146	0.7057797397164695
4694	5363	0.7484624417182222
4701	12070	0.723732040300326
4703	6946	0.7407177933506714
4706	6390	0.9711162471181222
4711	5974	0.7369958755630512
4721	8862	0.7335792592414208
4742	8499	0.8597962650474036
4742	9444	0.7996481035262609
4742	10566	0.8069610751554362
4763	7521	0.7317975511702968
4767	7946	0.754380738040355
4767	9511	0.7860865467970216
4795	5202	0.800224216131897
4795	7821	0.7113665888872756
4795	8632	0.742095628078394
4803	5285	0.7140102253610054
4812	10834	0.7277735743969502
4826	10157	0.7098454971194567
4841	5714	0.7147348027615136
4847	6877	0.700946051115139
4858	11830	0.724935736684636
4860	5098	0.7705715193769771
4860	5651	0.7734650985874313
4860	6493	0.7075461372623297
4860	6532	0.7379662091479458
4860	7234	0.7074113396565079
4860	10222	0.719421063654185
4860	10396	0.7287978713397663
4860	10715	0.9257977800916254
4866	7898	0.7091977481241376
4870	10154	0.7289878797875884
4884	5029	0.882569422050654
4899	9478	0.7313301116245333
4900	7428	0.732004297293749
4922	7009	0.707636537583124
4946	7817	0.7783439192619821
4948	12026	0.7099416546655456
4974	9061	0.8561116784836706
4996	6351	0.7637690956738662
5001	11240	0.7270322100606966
5018	8308	0.7769436675539603
5029	5614	0.7118002885607703
5029	10458	0.7006246601863796
5056	5098	0.7110585268786439
5061	10032	0.9009621402606988
5073	8360	0.9575906263846715
5088	7633	0.794790031023334
5091	7254	1.0000000000000002
5098	5651	0.7597317455126108
5098	5857	0.7033109207790076
5098	6144	0.703978823632178
5098	6460	0.7024818002414763
5098	6493	0.7118531258536989
5098	6532	0.7590517045967148
5098	6901	0.7111559964331994
5098	7234	0.7418124638861396
5098	9852	0.7117501116548985
5098	10031	0.7254958813177292
5098	10222	0.7099943599373552
5098	10396	0.7047809255279747
5098	10715	0.7648978028081114
5104	11209	0.7277730579203899
5118	10433	0.7153944116586094
5149	5491	0.8620959893501081
5194	9990	0.795965700669003
5202	8632	0.7152300119957988
5217	12133	0.7053371873381791
5222	9240	0.7270097087488451
5222	10989	0.7443297033571905
5223	11878	0.7150017953842767
5225	9066	0.7578948028989707
5226	9587	0.8785733998927447
5229	8244	0.8277124239857139
5234	10627	0.8133211015161066
5242	6757	0.7695815622055653
5244	10240	0.7022072360182005
5244	11240	0.7111227569526201
5267	7358	0.7234843833152003
5277	10065	0.9661431103408359
5339	10834	0.7558526163310415
5366	7932	0.7291459472561569
5366	10154	0.7363129213461603
5386	7176	0.7663211184306337
5386	11915	0.7044408236808213
5391	11413	0.7035089589780619
5416	10823	0.7022979775276975
5428	7890	0.7272815692306113
5459	9787	1.0000000000000002
5470	6198	0.8009871310865058
5476	10758	0.7176474713291742
5476	10956	0.7649682155237332
5478	9293	0.7097409895380749
5478	9955	0.7780015816017214
5489	10292	0.7376874469926527
5521	7176	0.716164954757078
5548	6332	0.7586870558621827
5548	12121	0.7394743348482418
5549	5980	0.7445826835306232
5550	10893	0.7513245362311304
5582	11403	0.7742302489645368
5614	5784	0.7501426154061089
5614	6147	0.7451343279111036
5614	7910	0.7182993412660859
5614	9915	0.7155055451623185
5641	6905	0.7748697668917962
5651	6532	0.7201937071834936
5651	10396	0.70464796455419
5651	10715	0.7473458411553937
5698	6623	0.7622786310842921
5710	7892	0.7331812768068247
5717	6174	0.7426512638851901
5720	9371	0.7598867631646863
5723	11221	0.7292424651585849
5744	11963	0.77151055977874
5761	6791	0.7342742235121382
5761	10066	0.776868964792893
5777	5905	0.7041095704214645
5779	11937	0.7178346230636221
5779	12087	0.7179396802464655
5784	6147	0.7366424239137006
5784	7910	0.7921987959437238
5784	9915	0.7210307079133537
5827	8224	0.7797183913092324
5827	10216	0.8931807657166034
5833	7630	0.7294380723112674
5843	6561	0.7005263868321506
5846	9359	0.7319907192801
5863	7458	0.7133265184951636
5863	9817	0.7279019250945892
5864	8186	0.7732798025917978
5864	11552	0.736059719906426
5910	7563	0.7131334726936921
5918	8372	0.8103619606669136
5932	6548	0.7529091290351074
5955	6303	0.7328856956902476
6056	7696	0.7123462765094865
6111	7898	0.7484382566265521
6111	8840	0.7287662346258215
6111	11466	0.7038595720282445
6147	7910	0.7177956276130126
6226	10879	0.7425977128801288
6232	11685	0.7015502923858542
6232	11937	0.7226881021528179
6232	12087	0.7319555770733328
6249	6645	0.8240819628279875
6266	6332	0.7029434968346335
6284	10823	0.7106867270527801
6289	10693	0.7943375870431012
6332	6737	0.7034657070409871
6332	8357	0.7508213568678972
6332	12121	0.7426669262790161
6351	8105	0.7074832588784715
6427	6877	0.7350578045496243
6460	9746	0.9197143750957273
6466	9235	0.7024743872093354
6488	10865	0.7053509850443473
6493	10715	0.7077751891302263
6495	10903	0.7221628635003343
6531	8699	0.7567843538285721
6532	7794	0.7138341399547289
6532	10715	0.7080792906636846
6594	8574	0.8160889604043735
6648	10192	0.8345551948908052
6649	11129	1.0000000000000002
6654	7363	0.7825136736108281
6654	9375	0.7651603544550816
6661	11322	0.7284036633363101
6670	8405	0.7598387979123257
6706	11396	0.7357985973287604
6755	7971	0.9034108550768772
6775	8526	0.708191265562062
6791	10066	0.7744274396257629
6804	10178	1.0000000000000002
6826	9991	0.769393668590736
6835	10039	0.7889692689791513
6835	10574	0.7149472574271293
6869	11311	0.7257986178804016
6922	11756	0.7570978294697428
6937	11837	0.7367439757819698
6941	8173	0.8523978029355818
6950	11231	0.7655961940353074
7006	11305	0.7478280685595364
7045	8301	1.0000000000000002
7045	11837	0.7113871105453028
7061	8539	0.7344734842869656
7079	7669	0.8389410340357973
7079	7901	0.8517565729380056
7079	8205	0.8542675883296589
7079	11425	0.7800034844311252
7086	7493	0.7107737928539989
7168	9707	0.7406581835752728
7176	8667	0.7342293885722909
7176	10433	0.7024824999281261
7176	11915	0.7375919682842528
7180	9235	0.7281192800686955
7188	7810	0.7194901383239072
7188	11138	0.7127481783189966
7188	11717	0.7646592488399361
7246	10823	0.7151427059325004
7298	8514	0.8495688343266794
7338	9646	0.7190479370309067
7363	9375	0.9179699009312764
7483	9516	0.7195911264306774
7493	9043	0.7403112783131136
7493	9691	0.715598120289953
7539	11829	0.7213459506289527
7541	9128	0.7093523345773929
7563	10839	0.8989392380725767
7592	11020	0.713885999689055
7630	8620	0.7395086474408474
7660	8941	0.9174838952857025
7669	7901	0.7024653392914559
7669	8205	0.7594762996187864
7696	8329	0.8334656772245426
7810	11717	0.7139332494701014
7816	8708	0.7071279104763724
7821	8632	0.7135601631144683
7851	8300	0.7687154286342828
7866	9143	0.8523108873987111
7866	11258	0.9064468754312774
7882	11901	0.8303669148897707
7899	8975	0.9074067873872315
7901	8205	0.7888474652208108
7901	11425	0.8430732551479706
7911	11685	0.7590018538873453
7911	11937	0.7521858254999054
7911	12087	0.7955914692597228
7932	9211	0.702960081366182
7932	10154	0.7278757057720884
7932	11384	0.7377024877611997
7952	10687	0.7290849352586095
7991	10050	0.7031979627446455
8019	10350	0.7627242017434663
8021	9256	1.0
8046	11191	0.7272778246408464
8050	9293	0.7226615045891123
8158	9287	0.7739052030584547
8162	9646	0.7579723875953007
8167	9117	0.7074071322738293
8205	11425	0.8080089955669736
8224	10216	0.8401605883339207
8280	12196	0.8261379523885237
8301	11837	0.7113871105453028
8312	8540	0.7817917618453987
8358	10832	0.7838240776580705
8397	9590	0.975466946984063
8422	11591	0.7219367287273658
8440	11749	0.7238282581033274
8464	11752	0.7348242973659579
8499	9444	0.8321453258426991
8499	10566	0.8014792691497148
8556	11148	0.7050785523728438
8589	9658	0.9608849519632311
8667	11095	0.7193576868971469
8667	11915	0.7188332749129999
8683	11198	0.8165119435354762
8813	11888	0.78210158791378
8826	9918	0.7303207081514433
8837	10609	0.9488445504207821
8840	11466	0.7584465220111827
8884	9630	0.715849007887184
8884	9680	0.7552207427078621
8884	10240	0.7460648339403507
8884	11546	0.7510891886220104
8922	8941	0.7057911759479896
8924	11974	0.7990282729103588
9143	11258	0.9300651723392628
9151	10993	0.7201706799719679
9174	11767	0.7905290972095237
9211	10154	0.7133105024225376
9235	11761	0.7245548065090052
9240	10989	0.714053092561265
9252	9313	0.8114470131118983
9273	10929	0.7197155597637342
9273	11871	0.7250935092093418
9295	10337	0.720565231819914
9295	11504	0.9143343177125021
9295	12117	0.7410567759688361
9295	12145	0.7230740820650767
9444	10566	0.704580049280822
9464	10414	0.7061254599873616
9502	11301	0.7854905047038285
9542	9587	0.7410234726399617
9597	10558	0.8321887045849641
9630	9680	0.7774993789360113
9630	10240	0.884683369406071
9630	11240	0.7702488066499462
9630	11546	0.7640493281874794
9644	10237	0.7417811184903836
9680	10240	0.8034353171402224
9680	11240	0.7256131563289514
9680	11546	0.7958108706716075
9742	10055	0.7792806020292412
9752	10757	0.7655422938338943
9835	10590	0.7066864335216152
9869	11301	0.7425301902020419
9937	10631	0.7491825030133524
9965	10721	0.8181978984773272
9984	11441	0.7001672355659294
10098	11794	0.7043972367226083
10154	11384	0.7704345928058214
10240	11240	0.7685051287690234
10240	11546	0.784643661193227
10248	11710	0.7035641006820361
10267	12133	0.7045746331617115
10337	11504	0.7589340947276282
10337	12117	0.8021255270848118
10337	12145	0.7815372042190528
10396	10715	0.7288029737543166
10406	11020	0.7162599964483838
10439	12244	0.8235193285302598
10464	11363	0.8730404938853829
10473	11741	0.7782683249990513
10661	12248	0.7066088866776469
10667	11629	0.7035112375967225
10834	11233	0.7099807383760066
10873	11180	0.8011230084775411
10929	11871	0.8005224633689177
11006	11378	0.7262044773067374
11022	12095	0.9026386799287526
11040	11753	0.811228810517906
11079	11499	0.7258115998545807
11138	11717	0.804210239542958
11240	11546	0.731656236488906
11276	11302	0.7376874768127457
11305	11873	0.8090682517681942
11504	12117	0.7612258777398109
11504	12145	0.7425623964676005
11685	11937	0.7352574721540799
11685	12087	0.7489221872663392
11937	12087	0.778087804288348
12117	12145	0.8746969132519715
12196	12197	0.7608473195360848
